MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,Month,Humidity,Pressure,Cloud,RainToday_Yes,RainTomorrow_Yes
10.4,23.5,0.0,2.6,8.8,26.0,5,65.5,1015.45,1.0,0,0
13.2,26.0,0.0,2.4,8.1,33.0,5,65.5,1010.2,2.0,0,1
16.2,23.7,12.2,3.2,2.5,65.0,5,88.0,999.0999999999999,7.0,1,1
9.9,17.5,12.0,3.4,6.2,70.0,5,56.5,1004.35,3.5,1,1
11.8,16.1,21.0,4.0,4.0,46.0,5,79.0,1009.45,4.5,1,0
4.8,18.8,0.8,2.0,9.3,22.0,5,64.5,1017.85,2.0,0,0
3.3,19.3,0.0,1.8,7.3,31.0,5,62.0,1019.2,4.0,0,0
6.7,23.2,0.0,2.2,9.4,28.0,5,42.0,1016.95,2.5,0,0
12.2,23.1,0.0,4.4,5.4,26.0,5,39.5,1016.7,6.0,0,0
12.6,24.2,0.0,5.2,7.2,31.0,5,39.0,1017.5,1.5,0,0
11.3,24.4,0.0,4.6,9.3,35.0,5,42.0,1018.6500000000001,0.5,0,0
13.1,26.7,0.0,4.4,7.1,28.0,5,47.0,1016.7,7.0,0,0
12.2,24.2,0.0,2.4,4.9,22.0,5,54.0,1016.45,6.5,0,0
13.2,26.2,0.0,2.2,8.0,24.0,6,55.0,1017.15,3.5,0,1
10.5,23.6,4.0,2.0,7.0,20.0,6,77.5,1016.3,5.0,1,1
10.1,20.4,3.8,1.6,6.1,43.0,6,79.0,1018.55,3.5,1,1
8.0,17.6,3.0,1.8,8.2,33.0,6,66.0,1020.4,3.5,1,0
7.3,19.1,0.6,2.8,9.3,26.0,6,72.5,1022.05,2.0,0,0
6.0,20.0,0.0,1.6,8.9,24.0,6,69.0,1025.4,1.0,0,0
5.8,17.5,0.0,1.8,9.0,20.0,6,71.5,1025.55,2.0,0,0
5.0,21.0,0.0,2.2,9.2,22.0,6,62.5,1023.25,2.0,0,0
4.3,23.1,0.0,1.8,8.9,31.0,6,48.0,1016.9,2.0,0,1
11.9,22.0,1.2,2.0,8.1,31.0,6,74.0,1012.2,4.5,1,1
12.2,17.0,22.2,4.8,0.5,39.0,6,89.5,1010.6,7.0,1,1
5.2,15.4,8.6,2.2,5.8,17.0,6,78.5,1018.1,4.0,1,0
5.1,16.7,0.2,1.4,8.3,26.0,6,67.0,1024.7,4.0,0,0
3.4,19.4,0.0,1.4,8.9,17.0,6,69.0,1027.25,1.0,0,0
8.2,21.1,0.0,1.2,8.6,20.0,6,66.0,1024.75,1.0,0,0
6.1,21.4,0.0,2.0,7.7,22.0,6,52.0,1022.3,2.0,0,0
4.7,20.8,0.0,1.4,8.7,33.0,6,56.0,1017.55,1.5,0,0
10.5,19.7,0.0,3.2,5.5,39.0,6,81.5,1013.25,5.0,0,1
13.1,16.6,14.2,1.0,5.5,63.0,6,62.5,1007.35,6.0,1,1
11.2,18.3,8.0,3.4,4.4,54.0,6,66.5,1012.75,5.0,1,1
10.4,14.8,17.4,5.4,5.8,46.0,6,64.0,1017.25,5.5,1,0
7.6,15.7,0.0,1.2,4.3,22.0,6,62.5,1017.45,6.0,0,1
8.8,12.8,1.6,2.4,0.0,33.0,6,93.0,1007.3499999999999,7.5,1,1
9.2,17.5,11.8,1.2,1.4,48.0,6,83.5,1000.6,7.0,1,1
12.0,20.0,12.8,0.4,7.7,44.0,6,69.0,1007.2,2.5,1,0
9.5,16.6,0.6,1.2,0.1,41.0,6,87.5,1006.9000000000001,7.5,0,1
12.8,18.0,4.8,2.4,5.9,61.0,6,61.5,1004.2,3.5,1,1
13.0,19.3,9.8,1.6,7.3,50.0,6,74.0,1003.35,4.5,1,1
13.7,16.0,23.2,7.2,3.8,72.0,6,74.5,996.65,6.0,1,1
9.1,15.9,8.4,2.8,3.4,48.0,6,72.5,1011.25,7.0,1,1
8.4,18.1,7.2,1.2,7.4,35.0,7,77.0,1021.65,5.0,1,0
2.6,17.4,0.0,2.6,9.2,19.0,7,73.5,1028.25,1.5,0,0
4.8,17.9,0.0,2.8,6.3,31.0,7,64.0,1025.85,4.5,0,0
8.3,18.1,0.0,1.0,3.4,22.0,7,66.0,1020.85,4.5,0,0
6.6,21.0,0.0,1.0,8.9,22.0,7,64.5,1018.3,1.5,0,1
11.5,19.1,4.2,2.6,2.7,43.0,7,82.0,1009.5,7.5,1,1
8.6,18.5,3.2,1.8,2.0,26.0,7,68.5,1017.0,6.5,1,1
10.7,18.3,1.2,0.8,3.0,31.0,7,65.5,1013.55,6.0,1,1
11.6,18.9,16.0,2.6,5.0,33.0,7,76.0,1005.0999999999999,6.0,1,1
10.8,17.8,16.4,1.6,4.9,52.0,7,81.0,1008.0,6.5,1,1
7.9,17.4,4.0,1.8,7.3,22.0,7,67.5,1013.9,2.5,1,0
5.4,16.9,0.0,1.8,8.9,24.0,7,65.5,1022.35,1.0,0,0
2.2,16.9,0.0,1.6,8.5,20.0,7,70.5,1027.6,2.5,0,0
1.5,17.7,0.0,2.2,9.4,28.0,7,69.0,1026.45,0.5,0,0
5.5,21.6,0.0,2.2,9.1,46.0,7,43.5,1017.25,0.5,0,1
12.3,17.2,8.6,3.8,4.5,56.0,7,64.0,1011.8499999999999,6.5,1,1
12.8,18.1,7.8,2.6,5.7,43.0,7,57.0,1015.65,5.5,1,0
13.5,19.5,0.2,2.4,4.7,48.0,7,75.0,1015.15,6.5,0,1
10.6,16.3,30.6,3.6,3.6,50.0,7,90.0,1006.75,6.5,1,1
8.1,14.3,24.0,2.8,4.9,63.0,7,60.5,1001.9000000000001,5.5,1,1
8.6,16.0,9.6,1.8,5.6,54.0,7,67.0,1013.5999999999999,4.5,1,1
7.5,17.4,4.0,1.6,4.7,35.0,7,82.0,1017.45,5.5,1,1
11.2,16.0,11.0,1.8,3.8,26.0,7,75.0,1018.15,7.0,1,0
3.4,15.8,0.0,1.6,9.0,30.0,7,64.0,1021.25,2.0,0,1
7.0,14.7,1.6,4.2,8.7,37.0,7,60.0,1027.4,2.5,1,0
2.7,15.2,0.0,1.2,4.9,22.0,7,59.0,1031.35,5.5,0,0
5.0,16.3,0.0,1.2,2.8,15.0,7,66.5,1031.9,6.5,0,0
4.0,17.4,0.0,1.2,7.5,20.0,7,69.0,1032.25,2.0,0,0
2.9,20.1,0.0,1.8,9.4,22.0,7,64.0,1031.9,1.0,0,0
4.3,21.7,0.0,2.0,9.6,19.0,7,61.0,1030.0,1.0,0,0
3.8,21.1,0.0,2.4,9.7,19.0,7,56.0,1025.4,0.5,0,0
3.3,19.5,0.0,1.0,8.6,28.0,8,64.5,1023.8499999999999,0.5,0,0
4.1,20.5,0.0,3.6,9.3,19.0,8,63.0,1025.35,4.5,0,0
4.7,20.9,0.0,2.6,8.2,22.0,8,61.5,1023.8499999999999,1.5,0,0
5.2,21.0,0.0,3.2,8.9,19.0,8,67.5,1020.2,2.5,0,0
7.7,20.2,0.0,1.6,5.6,37.0,8,66.5,1013.7,5.0,0,1
13.4,19.1,5.4,2.4,6.3,48.0,8,73.5,1014.5999999999999,4.0,1,0
6.7,19.9,0.0,3.0,5.6,20.0,8,70.5,1017.3499999999999,3.0,0,1
11.7,21.4,2.4,0.8,3.0,24.0,8,84.0,1013.45,7.5,1,1
11.6,21.3,1.6,1.0,4.8,24.0,8,70.0,1011.85,6.5,1,1
13.9,20.0,2.0,3.0,4.6,50.0,8,84.0,1006.75,7.0,1,1
10.7,18.0,10.0,3.4,1.8,26.0,8,68.0,1014.25,6.5,1,1
12.1,19.0,11.0,1.8,5.1,39.0,8,64.5,1010.55,6.0,1,1
12.1,20.3,1.4,2.4,6.0,54.0,8,72.5,1009.05,6.5,1,1
14.3,20.1,13.6,4.0,4.3,65.0,8,69.5,1005.2,7.0,1,1
9.2,15.0,7.4,1.8,6.9,56.0,8,51.0,1010.95,5.0,1,1
11.3,17.7,3.4,1.2,5.7,43.0,8,75.5,1018.6500000000001,6.5,1,1
11.3,19.6,8.6,3.2,8.2,33.0,8,66.0,1016.35,3.0,1,0
9.6,19.8,0.4,1.8,4.6,43.0,8,79.5,1009.8499999999999,5.0,0,1
12.9,19.6,13.6,1.8,5.1,31.0,8,73.5,1015.7,5.0,1,1
13.9,18.3,4.8,2.8,0.1,41.0,8,89.5,1014.6500000000001,7.5,1,1
10.2,17.4,16.2,1.6,7.7,43.0,8,64.0,1013.1,5.0,1,1
12.7,17.6,3.6,2.4,3.2,46.0,8,72.0,1010.9000000000001,7.5,1,1
12.6,16.5,1.6,3.6,6.2,50.0,8,56.0,1014.9,6.0,1,0
11.7,18.0,0.4,1.6,6.1,31.0,8,73.5,1019.9,6.0,0,0
7.1,19.1,0.0,1.8,9.6,22.0,8,64.5,1022.9,2.0,0,0
5.2,19.3,0.0,2.4,10.5,28.0,8,68.5,1018.55,0.5,0,0
5.2,17.8,0.0,3.4,10.0,35.0,8,59.5,1012.75,1.5,0,1
9.2,16.2,3.4,3.2,2.5,48.0,8,77.5,1010.8,7.0,1,0
2.7,16.0,0.0,3.4,10.5,30.0,8,54.5,1025.75,2.5,0,0
7.7,16.8,0.2,2.4,4.2,26.0,8,69.0,1027.85,6.0,0,0
4.8,19.0,0.0,1.2,5.3,22.0,8,59.0,1022.75,6.5,0,1
9.0,19.8,1.8,1.6,7.1,50.0,9,63.5,1014.05,5.5,1,1
11.5,15.6,3.8,3.6,3.0,46.0,9,56.5,1018.6500000000001,7.0,1,0
9.8,18.0,0.2,2.8,3.2,19.0,9,48.5,1022.3,6.0,0,0
3.1,21.3,0.0,2.4,10.2,44.0,9,46.5,1013.7,1.0,0,1
10.1,16.3,7.2,3.8,9.0,59.0,9,53.0,1014.0,3.5,1,0
8.4,18.2,0.8,4.6,6.6,30.0,9,72.0,1020.65,5.0,0,0
10.5,19.5,0.8,2.2,3.7,48.0,9,65.0,1019.5,6.5,0,1
6.2,19.3,6.0,2.6,9.1,24.0,9,57.5,1019.95,3.5,1,0
12.7,19.8,1.0,3.2,6.2,35.0,9,80.5,1014.0,7.0,0,0
14.6,18.4,1.0,2.2,2.2,59.0,9,84.0,1003.3499999999999,7.0,0,1
13.4,19.7,12.0,2.0,5.1,67.0,9,74.5,1006.1500000000001,6.0,1,1
11.1,16.8,11.4,3.8,8.4,46.0,9,53.5,1016.05,4.0,1,0
9.2,18.7,1.0,2.6,6.8,26.0,9,67.0,1021.95,5.0,0,0
10.0,19.5,0.2,2.8,5.7,39.0,9,63.0,1016.1,5.5,0,1
13.4,17.2,5.4,4.6,3.0,37.0,9,64.5,1011.2,6.0,1,1
6.4,18.9,1.4,2.4,7.7,31.0,9,60.5,1018.6,3.5,1,0
11.0,19.5,0.4,1.8,4.2,50.0,9,59.0,1016.5,5.5,0,1
12.3,17.6,6.6,4.6,8.1,63.0,9,47.0,1017.8,5.5,1,1
10.3,17.6,1.6,3.2,2.6,26.0,9,77.5,1019.3,6.0,1,1
10.6,18.6,2.6,1.6,5.4,50.0,9,77.0,1011.5,6.5,1,1
12.7,17.8,2.6,3.6,5.0,72.0,9,71.5,1010.7,7.0,1,1
5.7,17.9,2.0,2.8,8.5,31.0,9,58.0,1022.6,4.0,1,0
13.1,20.4,0.4,2.6,6.4,33.0,9,72.5,1021.5,5.5,0,0
13.8,18.9,0.2,3.8,7.2,46.0,9,60.0,1021.55,7.5,0,0
4.3,18.5,0.0,3.6,10.3,33.0,9,42.5,1027.9499999999998,1.5,0,0
7.6,20.7,0.0,6.2,11.1,33.0,9,39.0,1027.15,0.5,0,0
6.2,26.0,0.0,4.2,10.8,31.0,9,29.0,1017.5999999999999,1.5,0,1
12.7,16.9,1.8,4.4,0.9,39.0,9,61.0,1012.4,7.0,1,1
8.9,13.9,2.4,3.4,2.7,37.0,9,74.0,1008.1,7.0,1,1
6.5,16.6,5.6,2.4,11.1,35.0,9,53.0,1018.6500000000001,1.5,1,0
4.3,19.6,0.0,4.2,11.3,28.0,10,49.0,1021.9,1.0,0,0
6.5,20.7,0.0,3.2,10.8,31.0,10,58.5,1020.3,2.0,0,0
13.2,19.6,1.0,4.2,11.0,28.0,10,51.0,1022.8,4.5,0,0
8.9,19.4,0.0,5.2,8.2,35.0,10,59.0,1023.7,7.5,0,0
11.2,23.2,0.0,4.4,11.2,39.0,10,49.5,1019.4,1.0,0,0
10.7,22.7,0.0,5.8,10.9,35.0,10,59.5,1017.75,1.5,0,0
11.8,22.2,0.0,4.6,8.8,35.0,10,59.0,1017.0999999999999,6.0,0,0
11.7,23.0,0.0,4.2,10.9,30.0,10,56.5,1014.5999999999999,1.0,0,0
9.7,22.4,0.0,4.6,8.9,30.0,10,63.5,1012.95,4.0,0,0
14.6,20.8,0.0,4.6,5.2,41.0,10,74.0,1015.4,5.5,0,1
10.8,17.5,3.4,5.2,7.8,41.0,10,56.0,1023.7,6.5,1,0
8.7,18.5,0.2,4.4,7.4,35.0,10,60.5,1024.3,6.5,0,0
13.1,19.2,0.0,4.2,8.5,41.0,10,57.0,1024.25,4.0,0,0
9.8,23.0,0.0,4.8,11.5,31.0,10,52.0,1023.3,0.5,0,0
12.8,27.4,0.0,5.8,12.0,33.0,10,35.5,1022.7,1.0,0,0
13.1,31.7,0.0,8.0,12.2,37.0,10,30.0,1021.2,0.0,0,0
19.0,36.9,0.0,11.2,12.2,41.0,10,15.0,1016.2,0.0,0,0
17.2,24.9,0.0,7.2,11.6,37.0,10,63.5,1016.05,1.5,0,0
16.4,21.2,0.0,6.4,5.8,33.0,10,55.0,1019.6,5.5,0,0
10.8,21.3,0.0,5.0,12.0,43.0,10,51.0,1021.0,1.5,0,0
12.5,24.3,0.0,5.2,12.0,39.0,10,46.5,1016.25,0.5,0,0
12.3,23.5,0.0,7.0,11.3,33.0,10,58.5,1016.25,2.5,0,0
12.8,27.5,0.0,6.0,11.4,39.0,10,48.5,1016.5,1.5,0,0
14.1,21.3,0.0,8.2,1.2,48.0,10,51.0,1018.25,7.0,0,0
15.1,32.5,0.2,4.8,12.1,48.0,10,36.0,1016.6500000000001,2.0,0,0
17.6,23.8,0.2,6.8,0.4,39.0,10,68.0,1015.8,7.5,0,1
15.0,26.6,1.2,0.4,9.2,30.0,10,63.5,1010.7,5.0,1,0
16.1,21.1,0.0,4.4,5.7,65.0,10,47.5,1010.85,4.5,0,0
10.0,20.1,0.6,4.6,9.3,35.0,10,56.0,1019.3,6.5,0,0
8.9,25.7,0.0,5.0,11.2,44.0,10,58.5,1014.5999999999999,6.5,0,0
13.1,21.7,0.0,6.6,11.6,50.0,10,51.0,1018.4000000000001,1.0,0,0
10.4,24.6,0.0,9.4,12.7,43.0,11,24.0,1023.65,1.5,0,0
10.6,26.4,0.0,8.4,12.7,37.0,11,32.5,1022.6500000000001,0.5,0,0
11.4,31.1,0.0,9.4,12.7,37.0,11,27.5,1020.5,1.0,0,0
15.9,34.2,0.0,9.0,7.3,33.0,11,21.0,1016.5,6.0,0,0
17.8,30.6,0.0,8.8,6.9,46.0,11,41.0,1011.3,6.0,0,0
17.7,27.2,0.0,6.4,8.8,37.0,11,61.5,1006.5,7.0,0,0
14.5,23.4,0.0,5.8,8.1,37.0,11,55.5,1012.65,7.0,0,0
12.1,23.1,0.0,6.0,11.3,33.0,11,50.0,1019.8,2.0,0,0
11.1,29.6,0.0,8.2,10.3,30.0,11,47.5,1015.95,7.0,0,0
17.4,29.9,0.0,6.4,10.7,31.0,11,45.5,1007.8,5.0,0,0
14.8,31.8,0.0,7.0,8.5,22.0,11,57.0,1011.0,5.0,0,0
20.2,30.1,0.0,5.8,3.6,33.0,11,65.0,1010.9,7.5,0,1
18.9,24.9,3.4,4.6,10.4,39.0,11,61.0,1012.55,3.0,1,0
14.7,23.7,0.0,7.4,11.4,33.0,11,48.5,1015.3499999999999,3.5,0,0
11.6,26.6,0.0,6.2,10.9,33.0,11,51.0,1012.45,1.0,0,0
17.9,23.5,0.0,8.0,8.5,35.0,11,59.5,1011.7,6.0,0,0
13.7,22.6,0.0,8.2,10.0,37.0,11,52.5,1008.55,6.0,0,1
15.6,21.7,11.8,5.2,3.3,67.0,11,75.5,1000.6,7.5,1,1
13.6,20.2,22.4,3.0,8.2,56.0,11,66.5,1008.1,4.5,1,0
12.4,20.8,0.6,6.2,7.7,33.0,11,54.0,1019.15,6.5,0,0
11.8,21.6,0.0,5.0,11.6,41.0,11,51.5,1019.9,1.0,0,0
11.4,26.9,0.0,6.8,13.1,41.0,11,55.0,1022.4,1.0,0,0
11.9,33.6,0.0,7.6,13.2,31.0,11,21.0,1021.45,0.0,0,0
13.0,35.8,0.0,9.2,13.2,31.0,11,12.5,1017.55,0.0,0,0
15.7,23.0,0.0,10.4,12.2,44.0,11,52.0,1015.15,2.5,0,0
11.8,20.3,0.0,9.2,13.0,44.0,11,39.5,1018.65,2.5,0,0
8.6,21.7,0.0,8.2,13.1,39.0,11,46.5,1020.8,5.0,0,0
11.9,31.5,0.0,7.2,13.1,33.0,11,28.0,1017.4,0.5,0,0
13.6,28.7,0.0,8.0,12.7,39.0,11,51.0,1012.75,0.5,0,0
12.5,25.6,0.0,7.8,12.6,31.0,11,47.5,1014.3,0.0,0,0
16.6,24.0,0.0,6.2,12.4,35.0,12,46.0,1015.3499999999999,1.5,0,0
13.2,22.6,0.0,9.2,13.2,46.0,12,42.0,1020.6500000000001,0.5,0,0
14.1,27.9,0.0,8.6,13.2,41.0,12,46.5,1020.65,0.5,0,0
15.4,34.5,0.0,9.0,13.1,35.0,12,33.5,1016.55,4.5,0,0
20.4,36.9,0.0,11.2,13.1,30.0,12,29.0,1012.9000000000001,1.5,0,0
18.8,29.5,0.0,10.6,10.5,46.0,12,50.0,1013.75,3.5,0,0
17.9,28.9,0.0,9.4,11.2,43.0,12,41.5,1017.4,3.5,0,0
13.3,25.1,0.0,10.0,12.7,44.0,12,41.5,1018.8,5.0,0,0
14.7,29.4,0.0,9.6,12.7,43.0,12,33.5,1018.3,0.5,0,0
13.7,26.5,0.0,9.8,12.7,35.0,12,41.0,1022.2,3.0,0,0
15.0,31.8,0.0,9.2,13.4,43.0,12,31.5,1019.4,2.0,0,0
14.6,37.0,0.0,9.6,13.2,35.0,12,13.5,1014.45,2.0,0,0
15.6,39.2,0.0,11.8,13.5,35.0,12,13.5,1010.2,2.0,0,0
15.4,28.5,0.0,10.8,12.8,35.0,12,41.0,1009.1,3.0,0,0
14.8,25.7,0.0,9.4,8.7,48.0,12,51.0,1013.1500000000001,5.0,0,0
14.8,24.1,0.0,8.8,10.1,52.0,12,45.0,1017.05,0.5,0,0
13.7,28.9,0.0,8.8,13.3,41.0,12,30.0,1021.3,0.0,0,0
15.5,34.1,0.0,11.4,12.7,37.0,12,26.5,1016.9000000000001,2.5,0,0
20.8,37.1,0.0,10.2,11.9,33.0,12,28.0,1011.6500000000001,2.5,0,0
20.9,35.5,0.0,11.0,13.1,31.0,12,40.5,1010.1,1.0,0,0
21.4,32.3,0.0,8.6,13.2,44.0,12,44.5,1007.95,1.5,0,0
18.7,31.3,0.0,12.8,11.7,44.0,12,46.5,1004.8,3.5,0,0
15.6,23.9,0.0,11.6,12.5,48.0,12,45.5,1012.05,0.5,0,0
15.1,29.1,0.0,8.4,13.0,39.0,12,42.0,1017.65,0.0,0,0
13.6,35.1,0.0,9.6,10.4,30.0,12,28.5,1014.2,7.0,0,0
16.1,34.1,0.0,9.2,11.9,41.0,12,30.5,1011.75,2.0,0,0
15.9,31.9,0.0,11.2,13.2,35.0,12,38.0,1014.75,0.0,0,0
18.6,39.6,0.0,11.4,9.7,39.0,12,24.0,1010.5,3.0,0,0
23.6,39.4,0.0,10.6,4.1,43.0,12,31.5,1002.2,7.0,0,0
17.8,24.0,0.0,10.4,12.9,48.0,12,53.0,1013.45,3.5,0,0
15.2,26.6,0.0,11.2,12.1,44.0,12,46.0,1014.9,0.0,0,0
14.0,28.1,0.0,8.2,13.1,39.0,1,43.5,1016.7,0.0,0,0
17.0,36.5,0.0,9.0,13.5,31.0,1,28.0,1016.1500000000001,0.0,0,0
20.8,39.9,0.0,12.8,13.0,37.0,1,18.5,1010.6500000000001,0.0,0,0
20.9,36.6,0.0,14.0,12.5,44.0,1,29.5,1007.3499999999999,4.0,0,0
18.8,37.3,0.0,12.4,12.8,39.0,1,34.5,1005.9000000000001,1.0,0,0
22.1,33.0,0.0,13.6,12.7,37.0,1,53.5,1004.6500000000001,6.0,0,0
17.0,27.4,0.0,7.2,13.1,43.0,1,59.5,1010.2,2.5,0,0
15.9,31.4,0.0,8.0,13.2,37.0,1,50.5,1010.0,1.5,0,0
19.7,31.4,0.0,12.2,13.2,43.0,1,40.5,1006.5,0.5,0,0
16.3,25.5,0.0,9.2,11.8,48.0,1,54.5,1010.4000000000001,4.5,0,0
14.4,23.9,0.0,9.0,12.3,44.0,1,44.5,1015.05,1.5,0,0
15.1,28.7,0.0,9.6,13.2,39.0,1,40.0,1016.4,0.0,0,0
14.5,34.2,0.0,9.8,13.1,39.0,1,27.5,1013.9,0.0,0,0
16.7,36.9,0.0,11.8,13.1,33.0,1,28.0,1011.2,0.5,0,0
19.1,33.8,0.0,12.0,13.2,39.0,1,42.5,1015.35,0.0,0,0
15.9,35.7,0.0,10.0,13.3,43.0,1,24.0,1016.7,0.0,0,0
20.9,42.9,0.0,15.8,13.2,39.0,1,17.0,1012.75,0.0,0,0
21.1,42.7,0.0,13.2,12.8,37.0,1,10.0,1010.05,1.0,0,0
26.8,41.1,0.0,14.0,8.4,33.0,1,17.0,1008.0,7.0,0,0
20.8,30.0,0.0,13.8,11.0,50.0,1,59.5,1008.2,3.5,0,0
18.4,27.5,0.0,10.6,10.0,46.0,1,49.5,1014.1,3.0,0,0
17.1,29.7,0.0,9.6,13.1,37.0,1,42.5,1013.35,0.5,0,0
18.0,34.6,0.0,9.2,11.3,41.0,1,37.5,1007.75,2.5,0,0
24.7,35.2,0.0,10.2,13.0,35.0,1,39.5,1004.0,1.5,0,0
20.8,30.0,0.0,10.2,6.0,37.0,1,61.5,1008.35,6.5,0,0
20.3,33.0,0.0,7.2,13.2,37.0,1,48.0,1010.95,1.5,0,0
19.7,34.2,0.0,11.8,12.7,43.0,1,44.0,1011.35,0.0,0,0
19.7,36.2,0.0,10.6,13.0,39.0,1,38.0,1011.9,0.0,0,0
20.3,38.5,0.0,13.4,13.0,43.0,1,32.0,1008.1500000000001,1.0,0,0
22.2,29.4,0.0,12.0,13.1,54.0,1,45.0,1008.65,0.0,0,0
15.9,31.4,0.0,14.2,12.5,37.0,1,30.5,1014.9,0.5,0,0
16.9,32.4,0.0,7.2,12.7,46.0,2,39.0,1008.55,2.5,0,0
17.4,27.4,0.0,10.6,11.2,56.0,2,54.5,1008.5,2.5,0,0
13.3,26.1,0.0,10.0,12.9,50.0,2,38.0,1016.85,3.0,0,0
14.2,27.8,0.0,10.8,12.5,39.0,2,34.5,1016.2,7.0,0,0
12.3,32.6,0.0,8.2,9.5,31.0,2,22.0,1007.4000000000001,4.0,0,0
17.8,24.2,0.0,8.4,6.6,30.0,2,58.0,1009.25,6.5,0,0
17.7,26.2,0.2,5.6,9.9,30.0,2,57.0,1014.85,3.0,0,0
18.5,33.1,0.0,7.0,10.1,39.0,2,40.5,1013.25,6.5,0,0
19.0,34.1,0.0,11.0,12.2,33.0,2,41.5,1010.9,1.5,0,0
20.3,24.6,0.0,7.2,3.8,30.0,2,77.5,1014.95,7.5,0,0
20.7,26.9,0.0,4.0,7.4,35.0,2,71.0,1014.8,4.5,0,0
17.7,31.1,0.0,5.2,12.3,44.0,2,54.0,1012.5,1.5,0,0
19.1,31.9,0.0,11.2,12.9,37.0,2,47.5,1011.15,0.0,0,0
17.8,36.1,0.0,9.2,11.5,31.0,2,35.5,1008.5,4.0,0,0
18.7,31.5,0.0,9.8,11.5,39.0,2,48.0,1007.85,6.5,0,0
18.9,30.7,0.0,8.8,10.6,33.0,2,54.0,1013.6,7.0,0,0
20.8,33.0,0.0,8.0,10.0,33.0,2,54.0,1013.6,3.5,0,0
17.8,34.3,0.0,8.0,11.6,33.0,2,48.5,1012.65,2.5,0,0
19.6,27.3,0.0,8.6,6.4,35.0,2,63.5,1014.95,5.0,0,0
16.5,28.0,0.0,6.8,9.3,37.0,2,59.5,1015.95,3.5,0,0
16.5,29.0,0.0,7.6,12.1,44.0,2,54.0,1016.4,2.0,0,0
18.2,33.5,0.0,9.2,12.1,39.0,2,35.5,1016.6,3.5,0,0
15.9,34.3,0.0,9.4,10.9,37.0,2,40.5,1014.9,6.0,0,0
21.3,38.7,0.0,12.0,12.2,37.0,2,31.0,1011.6500000000001,0.5,0,0
23.8,41.5,0.0,11.4,12.0,33.0,2,25.5,1010.45,1.0,0,0
26.7,37.6,0.0,13.4,7.3,39.0,2,30.5,1010.0999999999999,4.0,0,0
21.5,37.9,0.0,13.6,11.5,41.0,2,33.5,1013.2,0.5,0,0
21.0,36.4,0.0,15.0,12.0,46.0,2,28.5,1014.35,1.0,0,0
21.9,39.1,0.0,12.0,11.6,33.0,3,25.5,1012.9000000000001,0.0,0,0
18.7,35.3,0.0,9.4,11.4,26.0,3,30.0,1012.35,1.5,0,0
19.8,29.8,0.0,9.0,11.4,39.0,3,51.0,1012.95,0.0,0,0
17.0,25.9,0.0,9.0,11.3,54.0,3,52.5,1016.55,3.5,0,0
13.2,26.3,0.0,9.4,11.1,35.0,3,39.0,1021.75,4.0,0,0
14.7,29.5,0.0,7.4,11.4,33.0,3,39.5,1022.8,1.0,0,0
18.3,30.8,0.0,8.2,11.2,35.0,3,43.5,1019.25,2.0,0,0
17.5,31.5,0.0,9.4,10.8,35.0,3,40.5,1019.0,4.0,0,0
18.1,32.6,0.0,9.0,10.5,39.0,3,38.0,1019.95,4.5,0,0
18.6,33.9,0.0,10.4,11.1,39.0,3,28.5,1019.7,3.5,0,0
20.5,37.7,0.0,11.0,10.1,41.0,3,22.0,1017.2,6.5,0,0
28.1,41.0,0.0,11.4,7.7,37.0,3,19.0,1015.7,5.0,0,0
21.3,32.0,0.0,8.8,0.4,30.0,3,51.0,1015.1,7.5,0,0
22.2,30.2,0.0,4.0,9.2,30.0,3,65.0,1013.55,3.5,0,0
19.5,27.0,0.0,5.6,10.4,39.0,3,63.5,1011.7,5.0,0,0
17.5,24.8,0.0,9.8,10.4,43.0,3,44.0,1018.25,1.5,0,0
14.3,28.1,0.0,8.8,11.1,39.0,3,35.0,1020.5,0.5,0,0
14.2,27.2,0.0,6.8,9.2,35.0,3,47.5,1018.05,3.0,0,0
16.3,24.0,0.0,5.4,1.0,28.0,3,62.0,1015.75,7.0,0,0
13.1,29.2,0.0,3.2,9.9,31.0,3,56.5,1015.4000000000001,3.5,0,0
19.5,33.1,0.0,6.0,8.1,39.0,3,46.0,1015.1500000000001,3.0,0,0
21.1,32.9,0.0,7.6,5.0,70.0,3,55.5,1012.6,7.0,0,1
18.6,32.0,40.2,10.0,6.5,41.0,3,61.5,1011.95,6.5,1,0
18.9,26.8,0.2,4.0,9.8,31.0,3,65.5,1015.0,3.5,0,0
19.7,28.4,0.0,6.6,7.3,33.0,3,64.5,1015.75,6.0,0,0
18.7,28.5,0.0,5.0,6.0,33.0,3,56.5,1012.65,7.0,0,0
19.5,23.2,0.0,3.6,2.5,48.0,3,71.5,1011.6,7.5,0,0
14.5,25.3,0.0,6.0,11.0,39.0,3,51.0,1019.3,1.0,0,0
14.0,29.0,0.0,6.4,11.0,31.0,3,42.5,1020.0,0.0,0,0
15.0,32.2,0.0,6.8,10.2,31.0,3,23.0,1014.5,4.0,0,0
15.9,29.2,0.0,6.6,10.6,41.0,3,50.5,1015.45,1.0,0,0
17.3,29.5,0.0,6.0,10.9,35.0,4,45.0,1013.05,1.0,0,0
16.7,28.5,0.0,7.2,10.2,37.0,4,54.5,1007.0999999999999,1.5,0,0
